NORMALS 1971-2000               YRS    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC    ANN
13723GREENSBORO-WNSTN-SALM-HGHPT,NC   30   28.2   30.6   37.8   45.5   54.7   63.5   68.1   66.8   60.1   47.5   38.6   31.4   47.7
13722RALEIGH, NC                      30   29.6   31.9   38.9   46.4   55.3   63.8   68.5   67.2   61.0   48.2   39.5   32.6   48.6
13781WILMINGTON, NC                   30   35.8   37.5   43.7   51.2   59.8   67.6   72.3   71.0   65.9   53.9   45.1   38.1   53.5
24011BISMARCK, ND                     30   -0.6    7.8   19.1   30.6   42.8   51.6   56.4   54.7   43.7   32.1   17.8    4.8   30.1
14914FARGO, ND                        30   -2.3    5.4   19.0   32.4   45.3   54.5   59.0   57.0   46.1   34.4   18.7    4.2   31.1
94925GRAND FORKS, ND                  30   -4.3    3.7   17.1   31.0   43.5   52.8   56.8   54.5   44.3   33.0   17.4    2.5   29.4
94014WILLISTON, ND                    30   -3.3    5.9   17.2   29.1   40.9   50.1   55.2   53.8   42.2   30.2   14.9    2.1   28.2
14895AKRON, OH                        30   17.4   19.8   27.9   37.1   47.8   56.8   61.3   60.2   53.1   42.1   33.4   23.6   40.0
14820CLEVELAND, OH                    30   18.8   21.0   28.9   37.9   48.3   57.7   62.3   61.2   54.3   43.7   34.9   24.9   41.2
93842COLUMBUS, OH                     30   20.3   23.5   32.2   41.2   51.8   60.7   64.9   63.2   55.9   44.0   34.9   25.9   43.2
93815DAYTON, OH                       30   19.0   22.4   31.2   40.4   51.1   60.2   64.4   62.2   54.6   43.5   34.3   24.4   42.3
14891MANSFIELD, OH                    30   16.2   18.7   26.8   36.1   46.7   55.8   60.3   58.9   52.1   41.3   32.2   22.0   38.9
94830TOLEDO, OH                       30   16.4   18.9   27.9   37.7   48.6   58.2   62.6   60.7   52.9   41.6   32.6   22.3   40.0
14852YOUNGSTOWN, OH                   30   17.4   19.3   27.1   36.5   46.2   54.6   58.7   57.5   50.9   40.9   33.0   23.4   38.8
13919OKLAHOMA CITY, OK                30   26.2   31.1   39.4   48.1   57.9   66.4   70.8   69.8   62.2   50.6   38.2   29.2   49.2
53908TULSA, OK                        30   26.3   31.1   40.3   49.5   59.0   67.9   73.1   71.2   62.9   51.1   39.3   29.8   50.1
94224ASTORIA, OR                      30   36.7   37.6   38.6   40.8   45.4   49.8   52.9   53.2   49.5   44.1   40.1   37.1   43.8
94185BURNS,OR                         30   14.0   19.4   24.9   28.6   35.6   41.1   46.4   43.9   35.0   26.4   20.6   14.6   29.2
24221EUGENE, OR                       30   33.0   34.9   36.7   38.9   42.7   47.0   50.8   50.8   46.7   40.5   37.2   33.3   41.0
24225MEDFORD, OR                      30   30.9   33.1   35.9   39.0   44.0   50.1   55.2   54.9   48.3   40.2   35.0   31.0   41.5
